baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,gene_symbol,regulation_level
39.0942493120206,0.26526213366851,0.356457556245613,0.300365852295046,0.502121405492762,ENSMUSG00000102135,NA,Unchanged
2.58839244282169,0.0212019770906401,0.468361196185644,0.882162903874006,0.939572332830108,ENSMUSG00000100635,NA,Unchanged
6.70118086693479,0.0808039994869826,0.469580544493834,0.572927437143207,0.745185168969021,ENSMUSG00000100480,NA,Unchanged
10.040494673713,-0.0695522053725587,0.440187133680512,0.713582688241416,0.839547851135483,ENSMUSG00000100025,Gm8141,Unchanged
1167.22349234456,0.344184687545296,0.340307332541645,0.180768371057811,0.354098062362015,ENSMUSG00000051285,Pcmtd1,Unchanged
10.7443045984561,0.0271826428259294,0.446645903193964,0.888280015916153,0.943097674183964,ENSMUSG00000098201,NA,Unchanged
224.038458103873,0.0622163961785382,0.280335064458769,0.789108215208432,0.885586109075144,ENSMUSG00000103509,NA,Unchanged
86.3811833284236,-0.224278241537307,0.301532644753496,0.34785774725786,0.551473231965376,ENSMUSG00000048538,NA,Unchanged
78.7499795597424,0.18631759921581,0.27474417100497,0.410243944562491,0.610592248631115,ENSMUSG00000097797,NA,Unchanged
18.1072376081928,-0.0627036896373897,0.406629896456382,0.771598156619472,0.875593887872813,ENSMUSG00000103067,NA,Unchanged
3.18523478140645,0.191539172683823,0.533138432477548,0.0308892006710963,0.0934371367995346,ENSMUSG00000026312,Cdh7,Unchanged
8640.65908128152,1.12443491483365,0.143271597360245,6.06419123653111e-16,2.83831252400322e-14,ENSMUSG00000039748,Exo1,Upregulated
9.39024155704219,0.0964497773188998,0.444934020203273,0.617582107839997,0.777748707207661,ENSMUSG00000118715,Gm23805,Unchanged
1664.56836922184,-0.184906074379126,0.132663581862928,0.144965038083173,0.302695959722727,ENSMUSG00000057363,Uxs1,Unchanged
13.3114921997226,-0.0283027852387256,0.398912623900021,0.893556061353165,0.946011765484911,ENSMUSG00000090243,NA,Unchanged
29.9443107714216,-0.131091113594771,0.369352517055489,0.59286942765634,0.758831807033379,ENSMUSG00000100701,NA,Unchanged
1.96339746478903,0.0856393984327093,0.480581150844586,0.434959709781586,NA,ENSMUSG00000100555,Gm8173,Unchanged
2.74587680732927,-0.0717105260285397,0.481710708560537,0.414523617189052,0.614557307530092,ENSMUSG00000101395,NA,Unchanged
1.97502720658999,-0.00360063579312761,0.468501215232705,0.971144995841595,NA,ENSMUSG00000102728,NA,Unchanged
338.606181893683,-0.2364309116081,0.274576237751798,0.297358644046816,0.499286001701695,ENSMUSG00000038702,Dsel,Unchanged
4.56394172243575,0.0537972141093263,0.469228122834953,0.66515991701919,0.809224837479046,ENSMUSG00000101875,Gm6028,Unchanged
135.811979277952,-0.434752638087789,0.298630164184956,0.0743850431128146,0.184196421044087,ENSMUSG00000097648,NA,Unchanged
1.41976644305122,0.0868866252688668,0.491710533407825,0.154520510994507,NA,ENSMUSG00000055214,Pld5,Unchanged
23.6660469026878,0.0241903006965515,0.37105366351475,0.922082025826926,0.960647031591045,ENSMUSG00000078184,NA,Unchanged
2.65738416866731,0.0220560365987908,0.480052780192562,0.741808364889166,0.857413363903835,ENSMUSG00000104021,Gm36536,Unchanged
10.6205841185211,0.174102420549483,0.43984264476329,0.439578484026435,0.637123903899453,ENSMUSG00000103471,Gm17966,Unchanged
28.0911536626216,0.236400379432603,0.384856348914894,0.371316743777247,0.574105965434787,ENSMUSG00000033007,Asic4,Unchanged
34.9347848334425,0.210859448031889,0.343511310506682,0.403386254422908,0.604826708743385,ENSMUSG00000025909,Sntg1,Unchanged
16.5044426069753,-0.372112799294988,0.468684296710799,0.177195672100737,0.349140484680144,ENSMUSG00000084353,NA,Unchanged
23.5143231667371,0.0673118592258338,0.384495279485953,0.77600367642527,0.878443291594502,ENSMUSG00000103933,NA,Unchanged
3.01041423521883,0.0648268825247387,0.476836450227444,0.551677547246893,0.729590290581605,ENSMUSG00000066693,NA,Unchanged
3591.01068726835,0.367166901136244,0.147435926930857,0.00866347178228923,0.0334687518868825,ENSMUSG00000061024,Rrs1,Unchanged
18.3263402340667,-0.307527391989716,0.484526068444311,0.22236586446181,0.408399242775531,ENSMUSG00000102030,NA,Unchanged
146.535994517249,-0.80494382230288,0.265711925804828,0.000598093790729184,0.00352875336530219,ENSMUSG00000025911,Adhfe1,Unchanged
1.40772605621668,0.0100668897454066,0.476711283020533,0.951853057997111,NA,ENSMUSG00000067879,Vxn,Unchanged
944.83784281225,0.669791481770723,0.232436395012337,0.00122085074114204,0.00651206759929205,ENSMUSG00000057335,Cep170,Unchanged
4.14988061609804,0.0464491538872796,0.474033221406001,0.684537003406686,0.821640546495876,ENSMUSG00000103634,NA,Unchanged
7.0041623267848,0.0401459718091071,0.448227036117522,0.818826102055023,0.903599194285693,ENSMUSG00000104154,NA,Unchanged
5.35343656410932,-0.200395770822498,0.517575427602426,0.180809930018119,0.354105655617518,ENSMUSG00000103435,NA,Unchanged
4.99005731843121,-0.0168987301021834,0.459409589476871,0.896983639679519,0.947737800559317,ENSMUSG00000100551,NA,Unchanged
416.840660924847,-0.0640327544613633,0.359391876437421,0.78420236006269,0.882930722270351,ENSMUSG00000025912,Mybl1,Unchanged
1719.44324378447,0.435410785927003,0.22104889975743,0.0267170768357546,0.0834170197751373,ENSMUSG00000045210,Vcpip1,Unchanged
7599.22895090638,0.393945002205723,0.145649265057067,0.00439282706490393,0.0191916070657562,ENSMUSG00000041763,Tpp2,Unchanged
